skills,target_role
"excel,communication,stakeholder management,requirements gathering,reporting,data visualization,sql,presentation,power bi,tableau,business analysis",Business Analyst
"data modeling,python,data warehouse,bigquery,sql,dbt,etl",Analytics Engineer
"data visualization,problem solving,dashboarding,power bi,statistics,reporting,excel,pandas,tableau",Data Analyst
"aws,python,azure,spark,hadoop,sql,database design",Data Engineer
"data warehouse,dbt,sql,airflow,python,data modeling,etl,communication,presentation",Analytics Engineer
"leadership,python,kubernetes,mlops,api development,model deployment,machine learning,docker,tensorflow,pytorch,deep learning",Machine Learning Engineer
"pandas,model deployment,machine learning,numpy,scikit-learn,data visualization,python,statistics",Data Scientist
"data visualization,reporting,requirements gathering,tableau,power bi,excel",Business Analyst
"azure,leadership,spark,python,database design,airflow,hadoop,data warehouse,etl,sql",Data Engineer
"deep learning,tensorflow,time management,leadership,kubernetes,docker,pytorch,python,mlops,machine learning,model deployment",Machine Learning Engineer
"data visualization,python,scikit-learn,numpy,feature engineering,pandas,model deployment,deep learning,statistics,machine learning",Data Scientist
"teamwork,airflow,data modeling,bigquery,python,sql,presentation,dbt,snowflake,analytics engineering",Analytics Engineer
"requirements gathering,power bi,stakeholder management,reporting,teamwork,leadership,tableau,communication",Business Analyst
"pytorch,kubernetes,machine learning,mlops,api development,model deployment,deep learning,python,docker,tensorflow",Machine Learning Engineer
"reporting,presentation,sql,excel,dashboarding,python,pandas,power bi,tableau,statistics",Data Analyst
"power bi,dashboarding,excel,reporting,tableau,leadership,kpi analysis",BI Analyst
"kpi analysis,dashboarding,reporting,data visualization,tableau,excel,data modeling,power bi,sql",BI Analyst
"stakeholder management,communication,tableau,reporting,power bi,excel,requirements gathering,sql,business analysis",Business Analyst
"excel,business intelligence,tableau,power bi,sql,kpi analysis",BI Analyst
"statistics,pandas,data visualization,numpy,presentation,deep learning,python,feature engineering,machine learning,model deployment,scikit-learn",Data Scientist
"model deployment,mlops,machine learning,python,pytorch,deep learning,docker,kubernetes,api development",Machine Learning Engineer
"leadership,aws,hadoop,azure,etl,data warehouse,sql,airflow,database design,spark,critical thinking",Data Engineer
"reporting,data visualization,kpi analysis,power bi,data modeling,tableau,excel,dashboarding,business intelligence,communication",BI Analyst
"requirements gathering,tableau,business analysis,excel,sql,data visualization,reporting",Business Analyst
"communication,tableau,data visualization,reporting,business intelligence,excel,problem solving,power bi",BI Analyst
"python,kubernetes,tensorflow,deep learning,mlops,machine learning,pytorch,docker,api development",Machine Learning Engineer
"statistics,python,deep learning,scikit-learn,numpy,pandas,data visualization,model deployment,machine learning,feature engineering",Data Scientist
"tableau,kpi analysis,excel,business intelligence,sql,time management,reporting,power bi,dashboarding",BI Analyst
"deep learning,statistics,pandas,model deployment,numpy,feature engineering",Data Scientist
"leadership,python,data visualization,statistics,dashboarding,sql,pandas,tableau,reporting,presentation",Data Analyst
"kubernetes,api development,tensorflow,docker,deep learning,machine learning,python,model deployment,mlops,leadership",Machine Learning Engineer
"kubernetes,tensorflow,python,api development,model deployment,machine learning,mlops,pytorch",Machine Learning Engineer
"feature engineering,model deployment,scikit-learn,statistics,pandas,deep learning,machine learning,data visualization",Data Scientist
"machine learning,scikit-learn,deep learning,feature engineering,data visualization,numpy,model deployment,time management,pandas,statistics,teamwork,python",Data Scientist
"reporting,sql,dashboarding,data visualization,statistics,presentation,tableau,python",Data Analyst
"sql,dashboarding,pandas,presentation,excel,reporting,leadership,statistics,tableau",Data Analyst
"docker,python,machine learning,pytorch,api development,kubernetes",Machine Learning Engineer
"sql,reporting,excel,data modeling,kpi analysis,data visualization,dashboarding,power bi,tableau,business intelligence",BI Analyst
"critical thinking,data warehouse,snowflake,analytics engineering,problem solving,bigquery,etl,python,dbt",Analytics Engineer
"teamwork,communication,data visualization,reporting,pandas,statistics,tableau,power bi,dashboarding,excel,python,sql",Data Analyst
"tableau,dashboarding,excel,business intelligence,data visualization,data modeling,power bi,kpi analysis,sql,leadership,reporting",BI Analyst
"snowflake,python,etl,sql,airflow,bigquery",Analytics Engineer
"power bi,tableau,reporting,critical thinking,requirements gathering,communication,stakeholder management,presentation,sql,business analysis",Business Analyst
"pandas,scikit-learn,machine learning,feature engineering,deep learning,statistics,numpy,data visualization,python",Data Scientist
"data visualization,data modeling,tableau,dashboarding,kpi analysis,power bi,reporting",BI Analyst
"python,tensorflow,time management,mlops,pytorch,docker,communication,deep learning,model deployment,machine learning,api development",Machine Learning Engineer
"reporting,pandas,leadership,presentation,dashboarding,sql,tableau,data visualization,python,excel,statistics,power bi",Data Analyst
"requirements gathering,data visualization,business analysis,tableau,excel,time management,sql,reporting,power bi",Business Analyst
"tableau,teamwork,leadership,sql,data visualization,dashboarding,excel,reporting,power bi,statistics,python",Data Analyst
"azure,database design,data warehouse,sql,problem solving,etl,python,leadership",Data Engineer
"etl,airflow,python,critical thinking,database design,data warehouse,presentation,azure,spark",Data Engineer
"hadoop,data warehouse,aws,azure,time management,database design,spark,presentation,python,sql",Data Engineer
"dbt,sql,bigquery,presentation,analytics engineering,critical thinking,snowflake,etl",Analytics Engineer
"data warehouse,data modeling,airflow,dbt,critical thinking,teamwork,snowflake,python,sql",Analytics Engineer
"kpi analysis,business intelligence,tableau,data modeling,critical thinking,dashboarding,sql",BI Analyst
"etl,analytics engineering,python,problem solving,bigquery,presentation,dbt,snowflake,sql",Analytics Engineer
"deep learning,tensorflow,machine learning,model deployment,python,docker,pytorch",Machine Learning Engineer
"excel,business analysis,reporting,requirements gathering,tableau,communication",Business Analyst
"sql,kpi analysis,business intelligence,data visualization,dashboarding,excel",BI Analyst
"dbt,analytics engineering,data modeling,python,communication,etl,data warehouse,snowflake,presentation,sql,airflow,bigquery",Analytics Engineer
"machine learning,tensorflow,python,leadership,communication,api development,mlops,pytorch,deep learning,docker,model deployment",Machine Learning Engineer
"model deployment,scikit-learn,deep learning,pandas,feature engineering,data visualization,machine learning,numpy,statistics,python,critical thinking",Data Scientist
"tableau,data visualization,communication,excel,stakeholder management,power bi,leadership,business analysis,sql",Business Analyst
"python,communication,data visualization,deep learning,statistics,machine learning,feature engineering",Data Scientist
"sql,power bi,excel,pandas,dashboarding,statistics,tableau,python,time management,presentation,reporting",Data Analyst
"tableau,problem solving,stakeholder management,reporting,sql,excel,business analysis,communication,requirements gathering,teamwork,data visualization,power bi",Business Analyst
"tensorflow,python,model deployment,pytorch,api development,mlops,machine learning,kubernetes,docker",Machine Learning Engineer
"dashboarding,time management,pandas,power bi,tableau,statistics,python,presentation",Data Analyst
"teamwork,time management,tableau,excel,dashboarding,data modeling,sql,reporting,kpi analysis,power bi",BI Analyst
"deep learning,python,scikit-learn,model deployment,numpy,data visualization",Data Scientist
"airflow,database design,data warehouse,python,spark,etl,sql,azure,teamwork",Data Engineer
"python,hadoop,airflow,aws,critical thinking,data warehouse,spark,sql,communication,database design",Data Engineer
"communication,problem solving,kpi analysis,dashboarding,sql,data visualization,reporting,business intelligence,data modeling,tableau",BI Analyst
"etl,bigquery,dbt,data warehouse,analytics engineering,communication,sql,snowflake,python,time management,airflow,data modeling",Analytics Engineer
"etl,python,airflow,sql,bigquery,data modeling,data warehouse,snowflake,analytics engineering,dbt,time management,presentation",Analytics Engineer
"excel,reporting,tableau,business intelligence,power bi,dashboarding,kpi analysis,data visualization,data modeling,sql",BI Analyst
"reporting,communication,power bi,excel,presentation,data modeling,dashboarding,kpi analysis,data visualization",BI Analyst
"pytorch,machine learning,model deployment,docker,deep learning,kubernetes,communication,presentation,mlops",Machine Learning Engineer
"dashboarding,reporting,power bi,kpi analysis,sql,data visualization,data modeling",BI Analyst
"kubernetes,machine learning,deep learning,leadership,python,pytorch,model deployment",Machine Learning Engineer
"stakeholder management,power bi,business analysis,tableau,communication,reporting,requirements gathering,data visualization",Business Analyst
"sql,excel,power bi,reporting,data visualization,dashboarding",Data Analyst
"analytics engineering,data modeling,leadership,snowflake,dbt,sql,bigquery,problem solving",Analytics Engineer
