skills,target_role
"Stakeholder Management, SQL, Requirement Gathering, Tableau",Business Analyst
"Pandas, Deep Learning, Computer Vision",Data Scientist
"Jira, Agile, Visio, Requirement Gathering",Business Analyst
"Kafka, Airflow, ETL, GCP",Data Engineer
"Python, Data Visualization, Google Analytics, Power BI, Tableau, A/B Testing",Data Analyst
"PyTorch, C++, AWS SageMaker, Git, CI/CD",Machine Learning Engineer
"Azure, AWS, SQL, Kafka, NoSQL, ETL",Data Engineer
"Machine Learning, Deep Learning, Pandas, NLP, TensorFlow, SQL",Data Scientist
"Databricks, Hadoop, Spark",Data Engineer
"Requirement Gathering, Stakeholder Management, Tableau",Business Analyst
"Data Modeling, dbt, Airflow, Git, BigQuery, Snowflake",Analytics Engineer
"Deep Learning, Python, Mathematics, NLP, Pandas, Machine Learning",Data Scientist
"R, Tableau, A/B Testing, Data Visualization, SQL",Data Analyst
"Process Modeling, Visio, Stakeholder Management",Business Analyst
"Jira, Agile, Process Modeling, Excel, SQL",Business Analyst
"SQL, Deep Learning, Computer Vision",Data Scientist
"Python, Azure, Kafka",Data Engineer
"Python, Machine Learning, R",Data Scientist
"Scikit-learn, TensorFlow, Machine Learning",Data Scientist
"Stakeholder Management, SQL, Power BI, Tableau, Visio",Business Analyst
"Statistics, Excel, R",Data Analyst
"Machine Learning, Deep Learning, Python, PyTorch, Computer Vision, R",Data Scientist
"Process Modeling, Excel, Stakeholder Management, Power BI, Agile",Business Analyst
"Data Modeling, Airflow, dbt",Analytics Engineer
"Visio, Process Modeling, Requirement Gathering, Power BI, Tableau, SQL",Business Analyst
"Scikit-learn, Git, AWS SageMaker, Kubernetes, Python, TensorFlow",Machine Learning Engineer
"Stakeholder Management, Excel, Visio",Business Analyst
"Excel, Tableau, Agile",Business Analyst
"Visio, SQL, Process Modeling, Agile, Requirement Gathering",Business Analyst
"Power BI, Data Warehousing, Excel, ETL, DAX",BI Analyst
"Python, AWS, GCP, ETL",Data Engineer
"SQL, A/B Testing, Statistics, R, Tableau, Power BI",Data Analyst
"CI/CD, Kubernetes, PyTorch, C++, Scikit-learn, MLOps",Machine Learning Engineer
"SQL, Data Warehousing, QlikSense, Looker, ETL",BI Analyst
"Power BI, SQL, DAX, Data Warehousing, QlikSense, Excel",BI Analyst
"Requirement Gathering, Agile, Jira, Process Modeling",Business Analyst
"Power BI, SQL, Requirement Gathering",Business Analyst
"BigQuery, Git, SQL, Data Modeling, Data Pipeline, Airflow",Analytics Engineer
"ETL, Python, BigQuery, Airflow, Snowflake",Analytics Engineer
"C++, TensorFlow, MLOps",Machine Learning Engineer
"Google Analytics, Statistics, SQL, A/B Testing",Data Analyst
"R, A/B Testing, Excel, SQL, Statistics, Data Visualization",Data Analyst
"Agile, Stakeholder Management, Power BI",Business Analyst
"Mathematics, NLP, Python, PyTorch, SQL",Data Scientist
"R, Scikit-learn, TensorFlow, Deep Learning, NLP, Machine Learning",Data Scientist
"Data Visualization, Excel, SQL, Python",Data Analyst
"Data Visualization, Power BI, Statistics, SQL, Google Analytics",Data Analyst
"SQL, QlikSense, Excel",BI Analyst
"NLP, Machine Learning, Mathematics, SQL, Python, Deep Learning",Data Scientist
"PyTorch, SQL, Machine Learning, Scikit-learn",Data Scientist
"R, Statistics, A/B Testing, Excel",Data Analyst
"AWS SageMaker, PyTorch, MLOps, Python, C++",Machine Learning Engineer
"Requirement Gathering, Stakeholder Management, SQL, Visio",Business Analyst
"Hadoop, Spark, GCP, Airflow",Data Engineer
"QlikSense, Power BI, Looker",BI Analyst
"Python, Scikit-learn, Machine Learning",Data Scientist
"SQL, Data Warehousing, Dashboarding, Excel, DAX, Looker",BI Analyst
"Docker, Kubernetes, Python",Machine Learning Engineer
"NoSQL, Azure, Python, Kafka",Data Engineer
"SQL, Excel, Statistics, Data Visualization",Data Analyst
"Data Visualization, Power BI, A/B Testing, Python, R, SQL",Data Analyst
"Scikit-learn, C++, Python, TensorFlow, Docker, AWS SageMaker",Machine Learning Engineer
"ETL, Data Warehousing, Power BI, Looker, DAX",BI Analyst
"R, SQL, Excel, A/B Testing",Data Analyst
"R, Data Visualization, Statistics, A/B Testing, Python, SQL",Data Analyst
"Python, SQL, Excel, Data Visualization, R, Statistics",Data Analyst
"DAX, Power BI, Data Warehousing, Looker, SQL",BI Analyst
"SQL, Looker, DAX",BI Analyst
"DAX, Data Warehousing, Looker",BI Analyst
"TensorFlow, Scikit-learn, CI/CD, Python, Git",Machine Learning Engineer
"AWS, SQL, Python, NoSQL",Data Engineer
"ETL, Data Modeling, BigQuery, Git",Analytics Engineer
"Deep Learning, NLP, Computer Vision, Pandas",Data Scientist
"Python, Tableau, Google Analytics, A/B Testing, R, Data Visualization",Data Analyst
"Git, PyTorch, Docker",Machine Learning Engineer
"Google Analytics, Python, Power BI, A/B Testing, Excel",Data Analyst
"SQL, Python, BigQuery, Data Modeling, Airflow, Git",Analytics Engineer
"C++, Scikit-learn, PyTorch, Git",Machine Learning Engineer
"Snowflake, Airflow, Data Pipeline, BigQuery",Analytics Engineer
"SQL, Python, ETL, Snowflake, dbt, BigQuery",Analytics Engineer
"Visio, Process Modeling, Excel, Jira, Requirement Gathering, Tableau",Business Analyst
"R, Power BI, Python",Data Analyst
"R, Scikit-learn, Mathematics, NLP, Python, Deep Learning",Data Scientist
"MLOps, CI/CD, Python, TensorFlow, PyTorch",Machine Learning Engineer
"R, Tableau, A/B Testing",Data Analyst
"Pandas, PyTorch, Scikit-learn",Data Scientist
"Tableau, Python, R, Data Visualization",Data Analyst
"GCP, Airflow, Python, NoSQL",Data Engineer
"Excel, Tableau, SQL",Business Analyst
"Git, Kubernetes, CI/CD, TensorFlow",Machine Learning Engineer
"Excel, Data Warehousing, Looker, Dashboarding, ETL",BI Analyst
"Excel, R, SQL",Data Analyst
"Deep Learning, NLP, TensorFlow, PyTorch",Data Scientist
"Tableau, Python, Excel, Statistics, SQL, R",Data Analyst
"AWS SageMaker, Python, PyTorch",Machine Learning Engineer
"Machine Learning, Pandas, NLP, SQL, Deep Learning, TensorFlow",Data Scientist
"TensorFlow, Scikit-learn, Mathematics, Python, SQL",Data Scientist
"Kubernetes, Docker, Git, TensorFlow, CI/CD, AWS SageMaker",Machine Learning Engineer
"Google Analytics, Excel, Python, SQL",Data Analyst
"Git, MLOps, TensorFlow, Kubernetes, AWS SageMaker, Python",Machine Learning Engineer
"Tableau, Power BI, DAX, QlikSense, Data Warehousing",BI Analyst
"Python, Snowflake, dbt",Analytics Engineer
"Git, TensorFlow, Scikit-learn, AWS SageMaker, Kubernetes",Machine Learning Engineer
"Looker, Tableau, ETL, Dashboarding, Power BI, SQL",BI Analyst
"Git, SQL, Snowflake, BigQuery",Analytics Engineer
"CI/CD, MLOps, TensorFlow, C++, Scikit-learn, Python",Machine Learning Engineer
"Tableau, A/B Testing, Google Analytics, Power BI, SQL, R",Data Analyst
"Airflow, Snowflake, NoSQL, AWS",Data Engineer
"Computer Vision, Pandas, Machine Learning, Deep Learning, Python",Data Scientist
"Airflow, dbt, ETL, Python",Analytics Engineer
"Agile, Stakeholder Management, Tableau",Business Analyst
"Power BI, A/B Testing, SQL, R, Excel, Tableau",Data Analyst
"Power BI, SQL, Python, Google Analytics, R",Data Analyst
"R, Excel, Google Analytics, SQL",Data Analyst
"Statistics, Power BI, Excel, Data Visualization, Python, Tableau",Data Analyst
"Python, R, Tableau, SQL, Statistics",Data Analyst
"GCP, Hadoop, SQL, Azure",Data Engineer
"Power BI, Jira, Excel, Stakeholder Management, Agile",Business Analyst
"NLP, Machine Learning, Computer Vision, Deep Learning, TensorFlow, Python",Data Scientist
"Python, C++, AWS SageMaker",Machine Learning Engineer
"Stakeholder Management, Visio, Power BI",Business Analyst
"Deep Learning, PyTorch, Python, Mathematics, Machine Learning, Scikit-learn",Data Scientist
"Hadoop, Spark, Airflow, SQL, AWS",Data Engineer
"Power BI, Stakeholder Management, Requirement Gathering, SQL, Visio, Jira",Business Analyst
"Snowflake, Spark, SQL, Azure, Hadoop, NoSQL",Data Engineer
"Python, TensorFlow, PyTorch, Scikit-learn, Git, AWS SageMaker",Machine Learning Engineer
"NoSQL, ETL, Databricks",Data Engineer
"Python, Git, Docker, TensorFlow, MLOps",Machine Learning Engineer
"Computer Vision, TensorFlow, Pandas, Mathematics",Data Scientist
"Pandas, SQL, Computer Vision, NLP, Scikit-learn, Mathematics",Data Scientist
"Pandas, SQL, NLP, Deep Learning",Data Scientist
"ETL, Power BI, SQL, DAX, Dashboarding, Tableau",BI Analyst
"Data Pipeline, Snowflake, BigQuery, Git",Analytics Engineer
"Python, Kafka, ETL, Databricks, SQL",Data Engineer
"ETL, Power BI, Excel, Looker",BI Analyst
"Python, Snowflake, SQL",Data Engineer
"SQL, Scikit-learn, NLP, Python",Data Scientist
"SQL, Data Warehousing, Power BI, DAX, QlikSense, Looker",BI Analyst
"Python, Snowflake, Data Pipeline, dbt",Analytics Engineer
"Statistics, Data Visualization, Google Analytics, Excel, A/B Testing, R",Data Analyst
"ETL, Looker, QlikSense",BI Analyst
"ETL, Power BI, DAX, QlikSense, Dashboarding",BI Analyst
"SQL, Airflow, dbt, Python, Git, Data Pipeline",Analytics Engineer
"R, PyTorch, Machine Learning, Scikit-learn, Pandas, SQL",Data Scientist
"Machine Learning, Python, Mathematics",Data Scientist
"Python, Docker, CI/CD, Kubernetes, PyTorch",Machine Learning Engineer
"Data Pipeline, dbt, Git, SQL, BigQuery, ETL",Analytics Engineer
"Python, SQL, ETL, Airflow",Analytics Engineer
"Agile, Power BI, Stakeholder Management, Requirement Gathering, Excel",Business Analyst
"Pandas, Python, Mathematics, Deep Learning",Data Scientist
"Power BI, Jira, Tableau, Process Modeling",Business Analyst
"Spark, GCP, Hadoop",Data Engineer
"Statistics, Excel, Data Visualization, Tableau, A/B Testing",Data Analyst
"Data Warehousing, Looker, ETL, SQL",BI Analyst
"Excel, Visio, Process Modeling, Agile, SQL",Business Analyst
"Requirement Gathering, Excel, SQL",Business Analyst
"SQL, R, Python, Excel",Data Analyst
"Visio, SQL, Tableau, Requirement Gathering, Agile",Business Analyst
"AWS, Python, Databricks, SQL, Azure",Data Engineer
"BigQuery, SQL, Airflow",Analytics Engineer
"NLP, TensorFlow, R, Scikit-learn, SQL, Deep Learning",Data Scientist
"Azure, GCP, Spark",Data Engineer
"Visio, Stakeholder Management, Jira, Power BI",Business Analyst
"Requirement Gathering, Excel, SQL, Stakeholder Management, Power BI",Business Analyst
"Airflow, Hadoop, GCP, ETL, Spark",Data Engineer
"Kafka, Spark, Hadoop, Airflow, Databricks",Data Engineer
"ETL, Power BI, Excel, Looker, QlikSense, Dashboarding",BI Analyst
"Pandas, Machine Learning, Mathematics, TensorFlow, SQL",Data Scientist
"Data Pipeline, Git, Data Modeling",Analytics Engineer
"Databricks, SQL, Spark, Hadoop, Snowflake, NoSQL",Data Engineer
"Data Warehousing, DAX, Tableau, Excel",BI Analyst
"Process Modeling, Stakeholder Management, Requirement Gathering, Jira",Business Analyst
"Power BI, Excel, SQL",Business Analyst
"Visio, Power BI, Process Modeling, Agile, Excel",Business Analyst
"PyTorch, CI/CD, AWS SageMaker",Machine Learning Engineer
"SQL, BigQuery, Airflow, dbt, Snowflake, Data Pipeline",Analytics Engineer
"QlikSense, Excel, Tableau",BI Analyst
"SQL, DAX, QlikSense, Excel, Power BI",BI Analyst
"Agile, Requirement Gathering, SQL",Business Analyst
"Jira, Power BI, Agile",Business Analyst
"SQL, Tableau, QlikSense, Dashboarding",BI Analyst
"AWS, Azure, Spark, Airflow, GCP, SQL",Data Engineer
"SQL, Agile, Requirement Gathering",Business Analyst
"Python, Computer Vision, Deep Learning, SQL",Data Scientist
"Hadoop, NoSQL, Azure, SQL, Snowflake, Python",Data Engineer
"NLP, Mathematics, SQL, Python",Data Scientist
"Tableau, Visio, Process Modeling, SQL",Business Analyst
"SQL, Python, Computer Vision, R, Pandas",Data Scientist
"ETL, Data Warehousing, Looker, DAX",BI Analyst
"Power BI, Excel, Looker, Tableau, Data Warehousing",BI Analyst
"SQL, Snowflake, Databricks, GCP",Data Engineer
"Machine Learning, TensorFlow, PyTorch",Data Scientist
"Statistics, Python, Data Visualization, A/B Testing",Data Analyst
"Git, CI/CD, C++, Python",Machine Learning Engineer
"Python, Data Visualization, Statistics, R, Tableau",Data Analyst
"Python, CI/CD, PyTorch",Machine Learning Engineer
"dbt, Airflow, Git, Python, ETL, Data Pipeline",Analytics Engineer
"Databricks, Spark, Kafka, AWS, SQL, Hadoop",Data Engineer
"AWS SageMaker, C++, Git",Machine Learning Engineer
"NoSQL, Spark, GCP, Snowflake",Data Engineer
"SQL, Data Modeling, Git, Snowflake",Analytics Engineer
"Tableau, Excel, Stakeholder Management, SQL, Agile",Business Analyst
"Jira, Excel, Power BI",Business Analyst
"GCP, Snowflake, Azure, Databricks, Airflow",Data Engineer
"Jira, Excel, Tableau, Visio, Stakeholder Management, Requirement Gathering",Business Analyst
"ETL, dbt, Git, Airflow, Data Modeling",Analytics Engineer
"TensorFlow, Python, MLOps",Machine Learning Engineer
"Databricks, Python, Hadoop, AWS",Data Engineer
"SQL, ETL, Excel, Power BI, Data Warehousing",BI Analyst
"BigQuery, Data Modeling, Python",Analytics Engineer
"BigQuery, ETL, Git",Analytics Engineer
"Excel, Agile, SQL, Tableau, Power BI",Business Analyst
"C++, Kubernetes, AWS SageMaker, Scikit-learn",Machine Learning Engineer
"Agile, Process Modeling, Tableau, Jira, Excel",Business Analyst
"SQL, GCP, AWS, Kafka, Hadoop, ETL",Data Engineer
"Power BI, QlikSense, SQL, Excel",BI Analyst
"Python, Data Visualization, Tableau, R, Excel",Data Analyst
"Machine Learning, Deep Learning, Pandas, Scikit-learn, TensorFlow",Data Scientist
"Power BI, Visio, Tableau, Agile, Stakeholder Management",Business Analyst
"AWS, Azure, Snowflake, ETL, Airflow, Databricks",Data Engineer
"Python, ETL, BigQuery, Data Modeling",Analytics Engineer
"A/B Testing, Tableau, Power BI",Data Analyst
"Excel, Requirement Gathering, Stakeholder Management, Power BI, Jira",Business Analyst
"Statistics, R, Tableau, Power BI, Data Visualization, Python",Data Analyst
"Git, TensorFlow, MLOps, PyTorch",Machine Learning Engineer
"SQL, Snowflake, BigQuery, dbt",Analytics Engineer
"Jira, Excel, Requirement Gathering, Power BI",Business Analyst
"Excel, Stakeholder Management, Requirement Gathering, Jira, Tableau, Power BI",Business Analyst
"SQL, Visio, Requirement Gathering, Jira, Excel",Business Analyst
"R, Deep Learning, Python",Data Scientist
"Azure, NoSQL, Hadoop, Python, SQL",Data Engineer
"R, Python, Data Visualization",Data Analyst
"Airflow, Data Modeling, dbt",Analytics Engineer
"Power BI, Python, R, Statistics",Data Analyst
"Process Modeling, Agile, Excel, SQL",Business Analyst
"NoSQL, Snowflake, ETL",Data Engineer
"NLP, Computer Vision, Scikit-learn",Data Scientist
"AWS, Databricks, Snowflake, Azure, GCP",Data Engineer
"ETL, BigQuery, Git, Snowflake, Data Pipeline, Python",Analytics Engineer
"Scikit-learn, Docker, Git, C++",Machine Learning Engineer
"Google Analytics, A/B Testing, Power BI, R, Excel, Python",Data Analyst
"Python, Tableau, Data Visualization, SQL",Data Analyst
"TensorFlow, R, Pandas, Python, Computer Vision",Data Scientist
"Python, Data Visualization, Power BI, Google Analytics, Tableau, Excel",Data Analyst
"TensorFlow, Python, C++, Git, CI/CD, PyTorch",Machine Learning Engineer
"Python, Statistics, Excel, R, Google Analytics",Data Analyst
"Snowflake, Data Modeling, BigQuery, Data Pipeline, Airflow, ETL",Analytics Engineer
"dbt, SQL, Data Pipeline, ETL, Python",Analytics Engineer
"Scikit-learn, R, Deep Learning, TensorFlow, NLP",Data Scientist
"Airflow, AWS, GCP, Azure",Data Engineer
"AWS SageMaker, C++, TensorFlow",Machine Learning Engineer
"Databricks, GCP, Python, NoSQL",Data Engineer
"Power BI, Looker, SQL, Excel, Dashboarding, Tableau",BI Analyst
"Dashboarding, Data Warehousing, Tableau, Excel, DAX",BI Analyst
"R, NLP, SQL, Computer Vision, Python",Data Scientist
"AWS SageMaker, Scikit-learn, TensorFlow",Machine Learning Engineer
"Tableau, Python, A/B Testing, Excel, SQL, Statistics",Data Analyst
"R, Tableau, Google Analytics, SQL",Data Analyst
"Pandas, Scikit-learn, PyTorch, SQL, R",Data Scientist
"Scikit-learn, PyTorch, TensorFlow, Docker",Machine Learning Engineer
"Scikit-learn, Git, C++, Python, MLOps",Machine Learning Engineer
"Visio, Requirement Gathering, Power BI, Excel, Stakeholder Management, Agile",Business Analyst
"Stakeholder Management, Requirement Gathering, Power BI, Visio, Jira, Process Modeling",Business Analyst
"Git, dbt, SQL, Airflow",Analytics Engineer
"Excel, Process Modeling, Stakeholder Management, Agile, SQL, Visio",Business Analyst
"Kubernetes, Git, AWS SageMaker",Machine Learning Engineer
"Tableau, R, Excel, Statistics, Power BI",Data Analyst
"QlikSense, DAX, Tableau, Data Warehousing, Dashboarding, ETL",BI Analyst
"Docker, PyTorch, Git, CI/CD, AWS SageMaker, MLOps",Machine Learning Engineer
"ETL, SQL, Data Modeling, Data Pipeline, dbt, BigQuery",Analytics Engineer
"SQL, Power BI, R, Excel, Google Analytics",Data Analyst
"PyTorch, Scikit-learn, TensorFlow, R, Computer Vision",Data Scientist
"dbt, SQL, Snowflake, Data Pipeline",Analytics Engineer
"Power BI, Data Warehousing, Tableau",BI Analyst
"Google Analytics, R, Excel, Tableau",Data Analyst
"Agile, Tableau, Stakeholder Management, Power BI, Jira",Business Analyst
"Excel, Agile, Requirement Gathering, Power BI, Jira",Business Analyst
"Python, Scikit-learn, Kubernetes, Docker, MLOps, TensorFlow",Machine Learning Engineer
"Pandas, NLP, Machine Learning",Data Scientist
"Machine Learning, SQL, Mathematics, Scikit-learn, R",Data Scientist
"Hadoop, Python, Snowflake, Azure",Data Engineer
"Data Pipeline, BigQuery, Airflow, Snowflake, dbt",Analytics Engineer
"Process Modeling, Tableau, Excel, Agile, SQL, Jira",Business Analyst
"Data Modeling, Data Pipeline, BigQuery, Git, Airflow, SQL",Analytics Engineer
"Docker, Kubernetes, PyTorch",Machine Learning Engineer
"Hadoop, SQL, Airflow, NoSQL",Data Engineer
"PyTorch, Docker, Scikit-learn, CI/CD, TensorFlow, C++",Machine Learning Engineer
"TensorFlow, Kubernetes, Git, Scikit-learn, Docker, C++",Machine Learning Engineer
"Visio, Jira, Tableau, Power BI, Excel",Business Analyst
"Statistics, R, A/B Testing, Google Analytics",Data Analyst
"SQL, Visio, Power BI, Stakeholder Management, Excel, Requirement Gathering",Business Analyst
"Jira, Process Modeling, Agile, Requirement Gathering, Excel, Visio",Business Analyst
"Pandas, Machine Learning, SQL, R",Data Scientist
"Power BI, Excel, Stakeholder Management, Visio",Business Analyst
"Git, CI/CD, C++, Docker, Python",Machine Learning Engineer
"TensorFlow, Pandas, R, Deep Learning",Data Scientist
"Data Modeling, BigQuery, Data Pipeline",Analytics Engineer
"Power BI, QlikSense, Looker",BI Analyst
"Excel, Jira, Stakeholder Management, SQL, Process Modeling, Tableau",Business Analyst
"Mathematics, R, PyTorch, Deep Learning, Scikit-learn, Computer Vision",Data Scientist
"Stakeholder Management, Process Modeling, Requirement Gathering, SQL",Business Analyst
"Requirement Gathering, Agile, Excel, Jira, Stakeholder Management, Visio",Business Analyst
"Stakeholder Management, Tableau, SQL, Requirement Gathering, Visio",Business Analyst
